wv	R0	R1	R2
564.54	0.9822535812	0.9077859627	0.7817695803
564.94	0.9819694606	0.9071645625	0.7792130334
565.35	0.9830387244	0.9073031993	0.7768207667
565.75	0.9838705953	0.9072494642	0.7736002127
566.16	0.9837781393	0.9064263726	0.7701056578
566.56	0.9839965863	0.9059848136	0.7665630171
566.96	0.9847437407	0.9054639799	0.7636434057
567.37	0.986439872	0.9056092921	0.7607621462
567.77	0.986551549	0.9053439595	0.757727309
568.17	0.9861501886	0.9040967166	0.754508531
568.58	0.9857114443	0.9035535616	0.7510119136
568.98	0.9861388372	0.9032868556	0.7484347352
569.38	0.9868162183	0.9027854053	0.7461443304
569.79	0.9868176396	0.9027785444	0.7436555205
570.19	0.987394874	0.9027516864	0.7401641486
570.59	0.9859405628	0.900808547	0.7345286341
571	0.9849375372	0.8989842754	0.7293642979
571.4	0.9846042129	0.898421979	0.7254208157
571.8	0.9843210288	0.897900867	0.7205573564
572.2	0.9847977506	0.8977816473	0.7165229652
572.61	0.9847082094	0.8971568034	0.7116361807
573.01	0.9856497754	0.8967590634	0.7082916827
573.41	0.9856231473	0.8960456653	0.7039421298
573.81	0.9850747596	0.8949465092	0.6992258857
574.22	0.983237362	0.8926168567	0.6937006407
574.62	0.9821144427	0.8901557569	0.6879753357
575.02	0.9807677038	0.8883109146	0.682447398
575.42	0.9803365432	0.8868511518	0.6781787208
575.82	0.9789531424	0.8847321411	0.6731829422
576.23	0.9772843153	0.882690274	0.6675142061
576.63	0.9768398444	0.8806643211	0.6619460451
577.03	0.9763027271	0.8783313634	0.6576328675
577.43	0.9759242796	0.8760794982	0.6541676491
577.83	0.9749260049	0.874275567	0.6503961441
578.23	0.97390755	0.8721981607	0.6457430863
578.64	0.9731694957	0.8707185994	0.6413494251
579.04	0.9710695385	0.8681069264	0.6362070575
579.44	0.9701661162	0.8658021869	0.6318901755
579.84	0.9695517298	0.8642403578	0.6269121249
580.24	0.9689919984	0.8620742296	0.6223210526
580.64	0.9699291683	0.8610047093	0.6183366106
581.04	0.9698155928	0.8592449965	0.6142613929
581.45	0.9702960362	0.8582199828	0.611657216
581.85	0.970353695	0.8573631769	0.6086176306
582.25	0.9704596939	0.855785306	0.604989043
582.65	0.9706052075	0.85428386	0.6013395298
583.05	0.9698856353	0.8517117446	0.5975748899
583.45	0.9695224843	0.8500052959	0.5942936976
583.85	0.969040512	0.848625865	0.5900465236
584.25	0.9689928465	0.8477243904	0.5861748618
584.65	0.9689893274	0.8462286989	0.5825789077
585.05	0.9684732116	0.8440639111	0.5789956668
585.45	0.9672562277	0.8411047723	0.5748516871
585.85	0.9670834726	0.8390360421	0.5718426792
586.25	0.9657167959	0.8370093343	0.5682218296
586.65	0.9646699832	0.8344993511	0.5648594464
587.05	0.9642264783	0.8330761941	0.5618558692
587.45	0.9633841425	0.831326356	0.5592781301
